CompanyID,CompanyName,CompanyEmail,Phone,URL,INFO,Address1,Address2,City,StateCode,latitude,longitude,programs,CompanyTypeID,zipcode
3174,ABK BOARD SPORTS,info@abkboardsports.com,7818298917,www.abksports.com,Sailing School,6 CONEWAGO HILL DR,,MOUNT GRETNA,PA,40.24855,-76.47012,1;8;9,5,17064-9500
566,ACA | Canoe-Kayak-SUP-Raft-Rescue,aca@americancanoe.org,540-907-4460,http://www.americancanoe.org,"The ACA is a member based, national nonprofit organization serving the broader paddling public by providing education related to all aspects of paddling; stewardship support to help protect paddling environments; and sanctionin",503 Sophia St.,Suite 100,Fredericksburg,VA,38.29936,-77.45554,3;8;9,2,22401
904,ACCESS TO SAILING,,5624996925,www.access2sailing.org,Disabled Sailors,22651 GENOVA LAGUNA HILLS,,LONG BEACH,CA,33.61887,-117.7346,1;8,2,92653
1668,ACTION SAILCRAFT,,3167330589,,Sailing School,PO BOX 426,,ANDOVER,KS,37.69316,-97.12988,1;8;9,5,67002-0426
1489,ACTION SPORTS MAUI,david@actionsportsmaui.com,8088715857,www.actionsportsmaui.com,Sailing School,6 E WAIPUILANI RD,,KIHEI,HI,20.73978,-156.4509,1;8;9,5,96753-8219
1369,ACTIONQUEST/SEA-MESTER,info@actionquest.com,9419246789,www.actionquest.com,Sailing School,PO BOX 5517,,SARASOTA,FL,27.2946,-82.52379,1;9,5,34277-5517
2646,ADAPTIVE SAILING,george@adaptivesailing.org,9739452299,,Disabled Sailors,25 Foster St,,Newton,NJ,41.06484,-74.77849,1;8;9,2,07860-1601
2894,ADIRONDACK CAMP,adigood@capital.net,,www.adirondackcamp.com,Scouting Sailing Program,PO BOX 97,,PUTNAM STATION,NY,43.74762,-73.41747,1;9,2,12861-0097
3481,ADVENTURE CAMPS,,8017300497,www.adventurecamps.org,,P. O. Box 8542,,The Woodlands,TX,30.17376,-95.45567,1;8;9,0,77387-8542
2721,ADVENTURE OUTINGS,,7017772502,,Sailing School,540 LIME HOLLOW RD,,CORTLAND,NY,42.59505,-76.18699,1;8;9,5,13045-9354
3079,ADVENTURE PLUS YACHT CHARTERS & SAILING SCHOOL,,4196255000,www.visitohio.com/adventureplus,Sailing School,1 Huron St.,,Sandusky,OH,41.4337,-82.70864,1;8,5,44870
1252,ADVENTURES AFLOAT,odyssey@usa.net,8009297749,www.odysseyexpeditions.org,Sailing School,650 SE PARADISE POINT RD,,CRYSTAL RIVER,FL,28.90248,-82.5926,1;8;9,5,34429-4941
867,AEOLIAN YACHT CLUB,,5105232586,,Yacht Club Sailing Program,980 FERNSIDE BLVD,,ALAMEDA,CA,37.75066,-122.2354,1;8;9,4,94501-5573
477,AF Wake,adamfields@afwake.com,252-536-9063,afwake.com,"It is our goal at AF Wake to grow participation and support of wakeboarding and other water sports. Growing the AF Wake brand one riding scene at a time – connecting with core riders, fans, and enthusiasts while branching out through our event travels and",292 Northern Cove DR,,Littleton,NC,36.52472,-77.9073,4;8;9,3,27850
2138,AGAMENTICUS YACHT CLUB,mbrassard@maine.rr.com,2073638510,www.aycsail.org,Yacht Club Sailing Program,PO BOX 534,,YORK HARBOR,ME,43.13531,-70.64259,1;8;9,4,03911-0534
3385,ALACRITY SAILING,blaine.campbell@alacritysailing.com,6192721418,,Sailing School,313 CHURCH AVE,,COLLEGE STATION,TX,30.61418,-96.32355,1;8;9,5,77840-1273
676,ALAMEDA COMMUNITY SAILING CENTER,info@sailalameda.org,5106299282,www.sailalameda.org,Community Sailing Program,2532 SANTA CLARA AVE # 1501,,ALAMEDA,CA,37.76363,-122.239,1;8;9,2,94501-4634
663,ALAMEDA COMMUNITY SAILING CENTER INC.,dvdfrbs@gmail.com,5106299282,www.sailalameda.org,Community Sailing Program,2532 SANTA CLARA AVE # 150,,ALAMEDA,CA,37.76363,-122.239,1;8;9,2,94501-4634
552,Alameda Summer Camp,info@SailAlameda.org,510-629-9282,http://www.sailalameda.org/ACSC/programs/,To provide opportunities to participate in sailing and other environmentally friendly activities on San Francisco Bay through access and education.,"2532 Santa Clara Avenue, # 150",,Alameda,CA,37.76377,-122.2389,1,0,94501
743,ALAMEDA YACHT CLUB,treasurer@almedayachtclub.org,5108655668,www.alamedayachtclub.org,Yacht Club Sailing Program,1535 BUENA VISTA AVE,,ALAMEDA,CA,37.77761,-122.258,1;8;9,4,94501-1258
752,ALAMITOS BAY YACHT CLUB,jbateaux@hotmail.com,5624349955,www.abyc.org,Yacht Club Sailing Program,7201 E OCEAN BLVD,,LONG BEACH,CA,33.74591,-118.1168,1;8;9,4,90803-4551
3443,ALAMO YACHT CLUB,mrogers@gvtc.com,,www.alamoyachtclub.com,Yacht Club Sailing Program,711 W RUSSELL PL,,SAN ANTONIO,TX,29.45615,-98.49439,1;8;9,4,78212-3662
1486,ALAN CADIZ HST WINDSURFING & KITESURFING SCHOOL,info@hstwindsurfing.com,8009685423,www.hstwindsurfing.com,Sailing School,PO BOX 791199,,PAIA,HI,20.91325,-156.3792,1;8;9,5,96779-1199
578,ALASKA SAILING CLUB,,9072437812,,Yacht Club Sailing Program,PO BOX 9-2554,,ANCHORAGE,AK,61.19562,-149.8273,1;8;9,4,99509
2203,ALBATROSS YACHT CLUB,alan5639@wowway.com,2485437727,www.sailayc.org,Yacht Club Sailing Program,PO BOX 984,,WARREN,MI,42.50193,-83.04704,1;8;9,4,48090-0984
512,All-American Rowing Camp,director@allamericanrowingcamp.com,865-441-0880,http://www.allamericanrowingcamp.com/,The purpose of these camps is to introduce and enhance the rowers confidence in small boat rowing. (Only in FL during the Winter),2770 Redwing Village,,Deland,FL,28.99478,-81.3627,2,6,32720
1793,ALLEN HARBOR YACHT CLUB,iii@cape.com,5084329774,www.allenharboryachtclub.com/default.as,Yacht Club Sailing Program,371 LOWER COUNTY RD,,HARWICH PORT,MA,41.66895,-70.07724,1;8;9,4,02646-1622
2163,ALPENA COMMUNITY SAILING,,3139952369,,Community Sailing Program,322 S STATE AVE,ALEXANDRA FLETCHER,ALPENA,MI,45.07508,-83.4584,1;8;9,2,49707-3838
2235,ALPENA YACHT CLUB,,5175952546,,Yacht Club Sailing Program,820 LONG LAKE AVE,DG TRIM PRODUCTS,ALPENA,MI,45.07508,-83.4584,1;8;9,4,49707-1855
2245,"ALPENA YOUTH SAILING CLUB, INC",,9893542175,,Yacht Club Sailing Program,102 S THIRD AVE,,ALPENA,MI,45.07508,-83.4584,1;8;9,4,49707-2502
2993,ALUM CREEK SAILING ASSOCIATION,whale121@hotmail.com,7409272037,www.alumcreeksailing.com,Yacht Club Sailing Program,PO BOX 76,,LEWIS CENTER,OH,40.17471,-83.00084,1;8;9,4,43035-0076
1260,AMELIA EARHART PARK SAILING CLUB,tonyvaras@hotmail.com,3056858389,www.co.miami-dade.fl.us/parks,Scouting Sailing Program,401 E 65TH ST,,HIALEAH,FL,25.88171,-80.27503,1;8;9,2,33013-1163
3059,AMER RED CROSS BASIC SAILING,,2164313322,,Scouting Sailing Program,3747 EUCLID AVE,,CLEVELAND,OH,41.49784,-81.67429,1;8,2,44115-2501
2364,AMER RED CROSS NORTHLAND CHAPTER,,8009504275,,Scouting Sailing Program,2524 MAPLE GROVE RD,,DULUTH,MN,46.81173,-92.16534,1;8;9,2,55811-1881
1265,AMER RED CROSS S PINELLAS COUNTY CHAPTER,,8138983111,,Scouting Sailing Program,818 4TH ST N,,ST PETERSBURG,FL,27.78078,-82.63887,1;8;9,2,33701-2324
3466,AMER RED CROSS--GREATER HOUSTON AREA,,7133131603,,Scouting Sailing Program,PO BOX 397,,HOUSTON,TX,29.74872,-95.36624,1;8;9,2,77001-0397
2287,AMER RED CROSS-MUSKEGON-OCEANA CHAPTER,,6167263555,www.arcmon.org,Scouting Sailing Program,313 W WEBSTER AVE,,MUSKEGON,MI,43.23449,-86.25144,1;8;9,2,49440-1280
3349,AMER RED CROSS/MID-SOUTH CHAPTER,,9015284859,,Scouting Sailing Program,1400 CENTRAL AVE,,MEMPHIS,TN,35.1346,-90.00717,1;8;9,2,38104-4819
2916,AMER RED CROSS/SUFFOLK COUNTY CHAPTER,,5166983688,,Scouting Sailing Program,1 HOMESTEAD DR # Z,,CORAM,NY,40.87844,-73.0071,1;8,2,11727-5412
1151,AMER RED CROSS/WESTERN CONNECTICUT CHAPTER,wccarc@crossnet.org,2037928200,,Scouting Sailing Program,2 TERRACE PL,,DANBURY,CT,41.37557,-73.45338,1;8;9,2,06810-6631
715,AMERCIAN INSTITUTE OF MARINE STUDIES,,6195239318,,Sailing School,2240 SHELTER ISLAND DR STE 210,,SAN DIEGO,CA,32.71938,-117.2212,1;8;9,5,92106-3148
761,AMERICAN LEGION YACHT CLUB,ALYC291@gmail.com,9496735070,www.al291.org,Yacht Club Sailing Program,215 E 15TH ST,,NEWPORT BEACH,CA,33.60806,-117.9208,1;8;9,4,92663-4556
1747,AMERICAN MODEL YACHTING ASSOC,johnskerry@comcast.net,8569065736,www.theAMYA.org,,26B VINE ST,,GLOUCESTER,MA,42.61881,-70.6733,1;8;9,6,01930-1759
2175,AMERICAN SAILING INSTITUTE,wwwhitehouse@twmi.rr.com,2486244030,www.sailasi.org,Sailing School,PO BOX 210250,,AUBURN HILLS,MI,42.66376,-83.25935,1;8;9,5,48321-0250
2957,AMERICAN SAILING YACHTS,roan@aol.com,2129284390,www.sailamerican.com,Yacht Club Sailing Program,35 WOODLAND AVE,,NEW ROCHELLE,NY,40.90028,-73.78078,1;8;9,4,10805-2012
2926,AMERICAN SMALL CRAFT ASSOCIATION,info@sailtasca.org,7186991951,www.sailtasca.org,Community Sailing Program. TASCA is located on Meadow Lake in Flushing Meadows-C,PO BOX 640152,,OAKLAND GARDENS,NY,40.74589,-73.75873,1;8;9,2,11364-0152
2771,AMERICAN YACHT CLUB,aycrc@americanyc.org,9149674800,www.americanyc.com,Yacht Club Sailing Program,499 STUYVESANT AVE,,RYE,NY,40.9779,-73.68817,1;8;9,4,10580-3199
1719,AMHERST COLLEGE SAILING TEAM,sailing@amherst.edu,,www.amherst.edu/~sailing,College Sailing Program,AMHERST COLLEGE,"AC #2054, CAMPUS CENTER",AMHERST,MA,42.37338,-72.5119,1;8;9,5,01002
3480,AMI ADVENTURE CAMPS,,8885498501,www.adventurecamps.org,,P. O. Box 8542,,The Woodlands,TX,30.17376,-95.45567,1;8;9,0,77387
3065,AMOKA WIND SPORTS,shaas@amoka.com,4192901269,www.amoka.com,Sailing School,4703 LOSE RD,,MONCLOVA,OH,41.56121,-83.75392,1;8;9,5,43542-9402
993,ANACAPA YACHT CLUB,goodman@ezz.net,8059857921,www.anacapayachtclub.com,Yacht Club Sailing Program,2810 SOUTH HABOR BLVD,B-6,OXNARD,CA,34.17402,-119.231,1;8;9,4,93035
3606,ANACORTES PARK AND RECREATION,,3602991948,,Scouting Sailing Program,PO BOX 547,904 6TH STREET,ANACORTES,WA,48.50096,-122.6279,1;8;9,2,98221-0547
3592,ANACORTES SAILING CLUB,lidsaila@aol.com,3602938223,,Community Sailing Program,1202 7TH ST,,ANACORTES,WA,48.50096,-122.6279,1;8;9,2,98221-1809
3655,ANACORTES YACHT CLUB,radioflyer77@comcast.net,3602935277,www.anacortesyachtclub.org/,Yacht Club Sailing Program,611 ROTARY PARK LN,,ANACORTES,WA,48.50096,-122.6279,1;8;9,4,98221-1628
889,ANAHEIM YMCA AT CAMP FOX,cpoulos@anaheimymca.org,,www.anaheimymca.org,Scouting Sailing Program,240 S EUCLID ST,,ANAHEIM,CA,33.82999,-117.9407,1;9,2,92802-1047
2194,ANCHORAGE MARINA YACHT CLUB,,6163991802,www.anchoragemarine.com,Yacht Club Sailing Program,1800 OTTAWA BEACH RD,,HOLLAND,MI,42.81968,-86.13123,1;8;9,4,49424-2444
687,ANCIENT MARINERS SAILING SOCIETY,minkafrancis@hotmail.com,6198612995,http://www.amss.us/,,PO BOX 6484,,SAN DIEGO,CA,32.72101,-117.2312,1;8;9,6,92166-0484
842,ANDREAS COVE YACHT CLUB,,9169661855,www.acyc-log.org,Yacht Club Sailing Program,1550 TWITCHELL ISLAND RD,,ISLETON,CA,38.11669,-121.6298,1;8;9,4,95641-9715
3280,ANDY'S SMOKING COOL YC,andrewewing@ussailing.org,4016830800,http://www.boston.com,Yacht Club Sailing Program,15 MARITIME DR,,PORTSMOUTH,RI,41.60165,-71.2497,1;8;9,4,02871-6145
2171,ANN ARBOR YMCA CAMP AL-GON-QUIAN,camping@annarborymca.org,7346618051,www.annarborymca.org/agq,,400 W WASHINGTON ST,,ANN ARBOR,MI,42.27752,-83.78411,1;8;9,0,48103-4230
1963,"ANNAPOLIS COMMUNITY BOATING, INC",lorie@stoutgear.com,,,,PO BOX 3095,,ANNAPOLIS,MD,38.95973,-76.48845,1;8;9,6,21403-0095
2011,ANNAPOLIS MARYLAND CAPITAL YC,,4102695219,,Yacht Club Sailing Program,PO BOX 831,,ANNAPOLIS,MD,38.97281,-76.53648,1;8;9,4,21404-0831
1979,ANNAPOLIS MATCH RACE CENTER,info@annapolismatchrace.org,4106260700,www.annapolismatchrace.org,Yacht Club Sailing Program,PO BOX 5241,,ANNAPOLIS,MD,38.95973,-76.48845,1;8;9,4,21403-0700
1973,ANNAPOLIS SAILING SCHOOL,rfranke113@aol.com,8006389192,www.annapolissailing.com,Sailing School,7040 BEMBE BEACH RD,,ANNAPOLIS,MD,38.95973,-76.48845,1;8;9,5,21403-3626
1983,ANNAPOLIS YACHT CLUB,lambrose@annapolisyc.org,4102639279,www.annapolisyc.com,Yacht Club Sailing Program,2 COMPROMISE ST,,ANNAPOLIS,MD,38.98306,-76.52598,1;8;9,4,21401-1866
1928,ANNISQUAM YACHT CLUB,nortonchapin@hotmail.com,9782834507,www.annisquamyc.org,Yacht Club Sailing Program,PO BOX 1266,,GLOUCESTER,MA,42.58723,-70.96774,1;8;9,4,01931-1266
1225,APALACHEE BAY COMMUNITY SAILING INC,pwerndli@comcast.net,8503867646,www.abcs.org,Community Sailing Program,3272 RUE DE LAFITTE DR,,TALLAHASSEE,FL,30.50053,-84.28579,1;8;9,2,32312-2000
1355,APALACHEE BAY YACHT CLUB,mbg1215@netzero.net,8509267775,www.abyconline.org,Yacht Club Sailing Program,PO BOX 1830,,CRAWFORDVILLE,FL,30.1895,-84.37665,1;8;9,4,32326-1830
2357,APOSTLE ISLAND YACHT CLUB,,6517383001,,Yacht Club Sailing Program,3001 CAMELOT DR,,WOODBURY,MN,44.92304,-92.94634,1;8;9,4,55125-2824
3700,"APPLETON YACHT CLUB, INC.",info@appletonyachtclub.com,9207339848,www.appletonyachtclub.com,Yacht Club Sailing Program,PO BOX 1683,,APPLETON,WI,44.26442,-88.42332,1;8;9,4,54912-1683
3289,APPONAUG HARBOR YACHT CLUB,ahycrace@aol.com,4017370520,http://www.ahyconline.com/Welcome.html,Yacht Club Sailing Program,PO BOX 7628,,WARWICK,RI,41.80996,-71.41794,1;8;9,4,02887-7628
483,Aquatic Safari's & Diver's Emporium,diver@aquaticsafaris.com,910-392-4386,www.aquaticsafaris.com,"Aquatic Safaris has specialized in SCUBA diving charters, instruction, gear sales, repair, and travel in Wilmington, NC since 1988.",7220 Wrightsville AVE,STE A,Wilmington,NC,34.21979,-77.81674,7,3,28403
339,Aquaventure Dive & Photo Center,,763-424-8717,aquaventurescuba.com,Scuba Diving Lessons,10024 County Road 81,,Maple Grove,MN,45.11927,-93.40862,7;8;9,3,55369
3429,ARANSAS PASS YACHT CLUB,,3617588964,www.aransaspassyachtclub.org,Yacht Club Sailing Program,PO BOX 1935,,ARANSAS PASS,TX,27.8998,-97.14809,1;8;9,4,78335-1935
1916,ARC OF MASS BAY AQUATIC TRAINING SCHOOL,,6173750700,,Scouting Sailing Program,285 COLUMBUS AVE,,BOSTON,MA,42.35029,-71.07533,1;8;9,2,02116-5292
1264,ARC SW FLORIDA CHAPTER COMMUNITY SAILING PGM,,8139548475,,Scouting Sailing Program,2183 HIBISCUS ST,,SARASOTA,FL,27.31258,-82.52617,1;8;9,2,34239-3920
625,ARIZONA SAILING ACCESS PROGRAM,,6025482650,,Disabled Sailors,412 E BROOK HOLLOW DR,,PHOENIX,AZ,33.62192,-112.0678,1;8,2,85022-3693
624,ARIZONA STATE UNIVERSITY SAILING CLUB,info@asusailing.org,4809662124,www.asusailing.org,College Sailing Program,400 E. APACHE BLVD.,,TEMPE,AZ,33.41475,-111.9325,1;8,5,85287-1412
628,ARIZONA YACHT CLUB,membership@arizonayachtclub.org,6022417123,www.arizonayachtclub.org,Yacht Club Sailing Program,PO BOX 2728,,TEMPE,AZ,33.43,-111.93,1;8;9,4,85280-2728
1617,ARLINGTON HEIGHTS PARK DIST,kevink@ahpd.org,8475773059,www.ahpd.org,Scouting Sailing Program,410 N ARLINGTON HEIGHTS RD,,ARLINGTON HEIGHTS,IL,42.11244,-87.98112,1;8;9,2,60004-6063
3456,ARLINGTON YACHT CLUB,treasurer@arlingtonyachtclub.org,8178779127,www.arlingtonyachtclub.org,Yacht Club Sailing Program,6215 W ARKANSAS LN,,ARLINGTON,TX,32.68917,-97.1884,1;8,4,76016-1007
2445,ASHEVILLE SAILING CLUB,,7046842296,,Yacht Club Sailing Program,25 AZALEA CT,BILL SWANN,ARDEN,NC,35.46364,-82.52874,1;8;9,4,28704-2802
2497,ASHORESCHOOL.COM,,4022532753,www.ashoreschool.com,Sailing School,19303 BUFFALO ROAD,,SPRINGFIELD,NE,41.0765,-96.13686,1;8;9,5,68050
3046,ASHTABULA YACHT CLUB,,2169643129,,Yacht Club Sailing Program,PO BOX 225,,ASHTABULA,OH,41.8679,-80.78619,1;8;9,4,44005-0225
1018,ASPEN YACHT CLUB,aspenyachtclub@yahoo.com,9703790671,,Yacht Club Sailing Program,PO BOX 4156,,BASALT,CO,39.36595,-107.0375,1;8;9,4,81621-4156
760,ASSOC OF SANTA MONICA BAY YCS,,3108234664,www.asmbyc.org,Yacht Club Sailing Program,13900 PALAWAN WAY,,MARINA DEL REY,CA,33.98167,-118.4499,1;8;9,4,90292-6287
3132,ASTORIA YACHT CLUB,commodore@astoriayachtclub.org,5034360727,www.astoriayachtclub.org,Yacht Club Sailing Program,2ND FL,AYC 300 INDUSTRY ST,ASTORIA,OR,46.17949,-123.8112,1;8;9,4,97103
3463,AT THE HELM SAILING SCHOOL,ath4101@aol.com,2813344101,www.atthehelmgulf.com,Sailing School,505 BRADFORD AVE,,KEMAH,TX,29.53852,-95.0245,1;8;9,5,77565-2189
1460,ATLANTA INLAND SAILING CLUB,tayzach@bellsouth.net,7709653340,www.aiscracing.com,Yacht Club Sailing Program,1168 BYRNWYCK WAY NE,,ATLANTA,GA,33.87209,-84.33607,1;8;9,4,30319-1650
1471,ATLANTA YACHT CLUB,,7709724455,www.atlantayachtclub.org/,Yacht Club Sailing Program,7120 YACHT CLUB DR,,ACWORTH,GA,34.09391,-84.61995,1;9,4,30102-1028
2647,ATLANTIC HIGHLANDS SAILING ED PROGRAM,restlessnj@comcast.net,7328729276,www.ahyc.net/ahsep,Community Sailing Program,Atlantic Highlands Harbor,,Atlantic Highlands,NJ,0,0,1;9,2,
2625,ATLANTIC HIGHLANDS YACHT CLUB,tararose@comcast.net,7322911118,www.ahyc.net,Yacht Club Sailing Program,38 HOOPER AVE,,ATLANTIC HIGHLANDS,NJ,40.40973,-74.03567,1;8,4,07716-1537
2798,ATLANTIC YACHT CLUB,dskculhane@gmail.com,9177335934,,Yacht Club Sailing Program,3 MONROE PL,D STEPHEN'S BILLING ADDRESS (DEFAULT),BROOKLYN,NY,40.69381,-73.99088,1;8;9,4,11201-2602
2660,ATLANTIC YACHTING ASSOCIATION,sail@atlanticyachting.com,2125184604,www.atlanticyachting.org,,PO BOX 71,,SOUTHFIELD,MA,42.09088,-73.2398,1;8;9,0,01259-0071
999,ATLANTIS YACHT CHARTERS,atlantis@yachtcharter.com,4153320800,www.yachtcharter.com,Sailing School,Schoonmaker Point Marina - 85<,,Sausalito,CA,37.85909,-122.4853,1;8;9,5,94965
2601,ATLANTIS YACHT CLUB,,7322229693,,Yacht Club Sailing Program,66 RIVER AVE,,MONMOUTH BEACH,NJ,40.33172,-73.98079,1;8;9,4,07750-1254
3041,ATWOOD YACHT CLUB,manager@atwoodyc.com,3306022239,www.atwoodyc.com,Yacht Club Sailing Program,2637 LODGE RD SW,,SHERRODSVILLE,OH,40.5032,-81.24841,1;8;9,4,44675-9719
1477,AUGUSTA SAILING CLUB,asc.webmaster@comcast.net,7068639359,www.augustasailingclub.com,Yacht Club Sailing Program,PO BOX 1938,,EVANS,GA,33.54619,-82.14229,1;8;9,4,30809-1938
1035,AURORA PARKS AND RECREATION,,3036901286,,Scouting Sailing Program,PO BOX 460536,,AURORA,CO,39.63,-104.8,1;8;9,2,80046-0536
3472,AUSTIN YACHT CLUB,gm@austinyachtclub.org,,www.austinyachtclub.org,Yacht Club Sailing Program,5906 BEACON DR,,AUSTIN,TX,30.37516,-97.95245,1;8;9,4,78734-1428
2633,AVALON YACHT CLUB,pmarz4000@aol.com,6099674444,www.avalonyachtclub.com,Yacht Club Sailing Program,PO BOX 189,,AVALON,NJ,39.09307,-74.72629,1;8;9,4,08202-0189
901,AVENTURA SAILING ASSOCIATION,info@aventurasailing.com,9494939493,www.aventurasailing.com,Community Sailing Program,24707 DANA DR,,DANA POINT,CA,33.45852,-117.6987,1;8,2,92629-3004
2555,AWOSTING YACHT SQUADRON,wendydeanoilco@aol.com,9419861155,,,118 LONG POND RD,,HEWITT,NJ,41.16125,-74.36079,1;8;9,6,07421-3116
2022,AYS CHARTERS & SAILING SCHOOL,,4102678181,www.annapolisyachtsales.com,Sailing School,7350 EDGEWOOD RD,,ANNAPOLIS,MD,38.95973,-76.48845,1;8,5,21403-3618
3692,B'NAI B'RITH BEBER CAMP,info@bebercamp.com,8008032267,www.bebercamp.com,Scouting Sailing Program,1901 RAYMOND DR STE 15,,NORTHBROOK,IL,42.12542,-87.84158,1;8;9,2,60062-6739
3485,B.G COMPANY,tonycuthbert@live.com,2123590121,www.jp.com,Yacht Club Sailing Program,53  KENYURT SUIT,53  KENYURT SUIT,NEW YORK,UT,40.74828,-73.99283,1;8;9,4,10001
2905,BABYLON YACHT CLUB,maherbm@farmingdale.edu,6314202335,www.babylonyachtclub.org,Yacht Club Sailing Program,PO BOX 614,,BABYLON,NY,40.6975,-73.32416,1;9,4,11702-0909
771,BAHIA CORINTHIAN YACHT CLUB,jessg@bcyc.org,9496449530,www.bcyc.org,Yacht Club Sailing Program,1601 BAYSIDE DR,,CORONA DEL MAR,CA,33.60699,-117.8852,1;8;9,4,92625-1899
3611,BAINBRIDGE ISLAND PARK DIS,,2068420207,,Scouting Sailing Program,PO BOX 10010,JOHN DE MEYER,BAINBRIDGE ISLAND,WA,47.63609,-122.528,1;8;9,2,98110-0010
3577,BAINBRIDGE ISLAND YACHT CLUB,harbormaster@eagleharbormarina.com,2068424003,http://www.the-biyc.us/,Yacht Club Sailing Program,5834 WARD AVE,,BAINBRIDGE ISLAND,WA,47.63609,-122.528,1;8;9,4,98110
831,BALBOA BASIN YACHT CLUB,,7145492477,www.balboabasinyachtclub.org,Yacht Club Sailing Program,18 BOARDWALK,,NEWPORT BEACH,CA,33.6297,-117.8536,1;8;9,4,92660-9102
766,BALBOA ISLAND YACHT CLUB,,9496731070,,Yacht Club Sailing Program,410 S BAY FRONT,,BALBOA ISLAND,CA,33.60571,-117.8984,1;8;9,4,92662-1042
774,BALBOA YACHT CLUB,sailing@balboayachtclub.com,9496733515,www.balboayachtclub.com,Yacht Club Sailing Program,1801 BAYSIDE DR,,CORONA DEL MAR,CA,33.60431,-117.8843,1;8;9,4,92625-1898
2423,BALD HEAD ISLAND SAILING ASSOCIATION,bhis@ec.rr.com,9104577245,,Community Sailing Program,PO BOX 3069,,BALD HEAD ISLAND,NC,33.94944,-78.04296,1;8;9,2,28461-7000
792,BALLENA BAY YACHT CLUB,treasurer@bbyc.org,5105232292,www.bbyc.org,Yacht Club Sailing Program,1150 BALLENA BLVD STE 151,,ALAMEDA,CA,37.76746,-122.2876,1;8;9,4,94501-3696
2007,BALTIMORE CITY YACHT ASSOC,,4106373707,www.bcya.com,Yacht Club Sailing Program,1250 WILLIAM ST,,BALTIMORE,MD,39.27147,-76.6228,1;8;9,4,21230-4319
2028,BALTIMORE COUNTY SAILING CENTER,director@bcsailing.org,4103910196,www.bcsailing.org,Community Sailing Program,PO BOX 34134,,ESSEX,MD,39.30657,-76.45742,1;8;9,2,21221-8134
1986,BALTIMORE YACHT CLUB,bycmgr@comcast.net,4106822310,www.baltimoreyachtclub.org,Yacht Club Sailing Program,800 BALTIMORE YACHT CLUB RD,,BALTIMORE,MD,39.30657,-76.45742,1;8;9,4,21221-2051
1154,BANTAM LAKE YACHT CLUB,blycsec@gmail.com,8603619195,www.bantamlakeyc.com,Yacht Club Sailing Program,211 WEST ST,,MORRIS,CT,41.68091,-73.21784,1;8;9,4,06763-1706
2613,BAPTIST CAMP LEBANON,dsmith@camplebanon.com,9082362638,www.camplebanon.com,Scouting Sailing Program,79 BLOSSOM HILL RD,,LEBANON,NJ,40.6444,-74.82834,1;9,2,08833-4367
2113,BAR HARBOR YACHT CLUB,,2072883604,,Yacht Club Sailing Program,5 STEPHENS LN,,BAR HARBOR,ME,44.39452,-68.24045,1;8;9,4,04609-1807
1061,BAREBOAT SAILING CHARTERS,brian.blank@snet.net,,,Sailing School,6 MAPLEWOOD RD,,OLD SAYBROOK,CT,41.26632,-72.37738,1;8;9,5,06475-2815
