Id,StatusId,OfficialName,DisplayName,TrimmedName,ShortDescription,Description,DUNS,MIC,PrimaryContactId,PrimaryWeb,PrimaryPhone,PrimaryFax,PrimaryAddressId,ImageName,PreferredContactMethod,AllowEmail,AllowPhone,AllowFax,AllowMail,CreatedOn,CreatedBy,AssessmentType,IsCertified,DeletedOn,DeletedBy,Name,Address,Address2,City,PostalCode,Lat,Lng,State,Country,Certified,AccountTypes,Brands
1904,1,Oxford Boatyard Yacht Sales,Oxford Boatyard Yacht Sales (Oxford),oxfordboatyardyachtsales,"Oxford Boatyard Yacht Sales is located in Oxford, MD. on Maryland's renown Eastern Shore. For over a century the Oxford Boatyard has been recognized as one of the premier full service boatyard on the Chesapeake Bay. Oxford Boatyard Yacht Sales has been on location for over fifteen years selling both new and used power and sailing yachts. They are the Chesapeake Bay's exclusive dealer for Sabre Motoryachts. Our second location, Sabreline of Annapolis, is located on 301 forth st. Annapolis, Md.",,,,27B03A6A-A9BA-46D1-B8EE-614432697351,www.obys.com,410-226-0100,410-226-0124,1400,,1,1,1,1,1,2006-03-14 11:49:50.000,,US,0,,,Oxford Boatyard Yacht Sales,402 East Strand,P.O. Box 340,Oxford,21654,38.67814549611,-76.1455853203218,MD,US,0,3,
1904,1,Oxford Boatyard Yacht Sales,Oxford Boatyard Yacht Sales (Oxford),oxfordboatyardyachtsales,"Oxford Boatyard Yacht Sales is located in Oxford, MD. on Maryland's renown Eastern Shore. For over a century the Oxford Boatyard has been recognized as one of the premier full service boatyard on the Chesapeake Bay. Oxford Boatyard Yacht Sales has been on location for over fifteen years selling both new and used power and sailing yachts. They are the Chesapeake Bay's exclusive dealer for Sabre Motoryachts. Our second location, Sabreline of Annapolis, is located on 301 forth st. Annapolis, Md.",,,,27B03A6A-A9BA-46D1-B8EE-614432697351,www.obys.com,410-226-0100,410-226-0124,1400,,1,1,1,1,1,2006-03-14 11:49:50.000,,US,0,,,Oxford Boatyard Yacht Sales,402 East Strand,P.O. Box 340,Oxford,21654,38.67814549611,-76.1455853203218,MD,US,0,3,
1905,1,Schooner Island Marina,Schooner Island Marina (Wildwood),schoonerislandmarina,"We are a full-service marina including; fuel Dock, floating dock system with guest dockage available, slips for Vessels Up to 110 ft. fresh water and 110v/220v electric at each slip and fine restaurants within walking distance. Our Service Department is here to help you with all your service needs, including; hauling, blocking, pressure washing, bottom painting, Tune Ups, Underwater gear ",,,,4EABABB4-7CB6-4788-8E4F-6654D155257A,http://schoonerislandmarina.com,609-729-0900,609-729-4579,1401,,1,1,1,1,1,2006-03-14 12:00:36.290,,US,0,,,Schooner Island Marina,Schooner Island Marina,5100 Lake Road,Wildwood,08260,38.9878672542133,-74.8158021304336,NJ,US,0,3,
1905,1,Schooner Island Marina,Schooner Island Marina (Wildwood),schoonerislandmarina,"We are a full-service marina including; fuel Dock, floating dock system with guest dockage available, slips for Vessels Up to 110 ft. fresh water and 110v/220v electric at each slip and fine restaurants within walking distance. Our Service Department is here to help you with all your service needs, including; hauling, blocking, pressure washing, bottom painting, Tune Ups, Underwater gear ",,,,4EABABB4-7CB6-4788-8E4F-6654D155257A,http://schoonerislandmarina.com,609-729-0900,609-729-4579,1401,,1,1,1,1,1,2006-03-14 12:00:36.290,,US,0,,,Schooner Island Marina,Schooner Island Marina,5100 Lake Road,Wildwood,08260,38.9878672542133,-74.8158021304336,NJ,US,0,3,
1906,1,The Sail & Ski Centers,Sail & Ski Center (Austin),sailskicenters,Sail ,,,,C8693DB1-D3F6-4CDD-B492-C79AE5D97996,http://www.sailandski.com,512-258-0733,512-258-9204,1403,,1,1,1,1,1,2006-03-14 12:04:36.757,,US,0,,,Sail & Ski Center ,12971 Research Blvd,,Austin,78750,0,0,TX,US,1,3,
1906,1,The Sail & Ski Centers,Sail & Ski Center (Austin),sailskicenters,Sail ,,,,C8693DB1-D3F6-4CDD-B492-C79AE5D97996,http://www.sailandski.com,512-258-0733,512-258-9204,1403,,1,1,1,1,1,2006-03-14 12:04:36.757,,US,0,,,Sail & Ski Center ,12971 Research Blvd,,Austin,78750,0,0,TX,US,0,3,
1906,1,The Sail & Ski Centers,Sail & Ski Center (Austin),sailskicenters,Sail ,,,,C8693DB1-D3F6-4CDD-B492-C79AE5D97996,http://www.sailandski.com,512-258-0733,512-258-9204,1403,,1,1,1,1,1,2006-03-14 12:04:36.757,,US,0,,,Sail & Ski Center ,12971 Research Blvd,,Austin,78750,0,0,TX,US,1,3,
1908,1,Bass River Marina,Bass River Marina (West Dennis),bassrivermarina,Bass River Marina located on Cape Cod is a complete marine service center. 160 slips ,,,,0D8829D9-719A-46B6-B370-4E4568CB2A5B,www.bassrivermarina.com,508-394-8341,508-394-1660,1405,,1,1,1,1,1,2006-03-14 12:32:31.793,,US,0,,,Bass River Marina,140 Main Street,P.O.Box 334,West Dennis,02670,41.6644442201175,-70.1759111932714,MA,US,0,3,
1908,1,Bass River Marina,Bass River Marina (West Dennis),bassrivermarina,Bass River Marina located on Cape Cod is a complete marine service center. 160 slips ,,,,0D8829D9-719A-46B6-B370-4E4568CB2A5B,www.bassrivermarina.com,508-394-8341,508-394-1660,1405,,1,1,1,1,1,2006-03-14 12:32:31.793,,US,0,,,Bass River Marina,140 Main Street,P.O.Box 334,West Dennis,02670,41.6644442201175,-70.1759111932714,MA,US,0,3,
1909,1,Don's Marine Inc.,Don's Marine LLC. (Lodi),donsmarine,,,,,17BDC504-202E-4339-BFDC-DF8106FB594F,http://www.donsmarine.com,608-592-4705,608-592-7540,1406,,1,1,1,1,1,2006-03-14 12:48:27.960,,US,0,,,Don's Marine LLC.,N1401 Hwy 113,,Lodi,53555,43.27143405256518,-89.52119941347111,WI,US,1,3,
1910,1,Dolphin,Dolphin (Cape Coral),dolphin,,,,,BF8F4FF9-4D1F-461C-A983-1DC3B53C52CE,www.midislandmarina.com,239-549-2636,239-549-1095,1407,,1,1,1,1,1,2006-03-14 12:59:27.580,,US,0,,,Dolphin,4609 1506 SW 46th Street,,Cape Coral,33914,26.572695579131,-82.0127792890652,FL,US,0,3,
1911,1,Russo Marine,MarineMax- Russo ,russomarine,,,,,C678CB2E-8705-47C5-AA13-3DAD5E48F359,http://www.russomarine.com,(781) 395-0050,(781) 396-8536,1408,,1,1,1,1,1,2006-03-14 13:14:43.027,,US,0,,,MarineMax Russo,291 Mystic Avenue,,Medford,02155,0,0,MA,US,1,3,
1912,1,3A Marine Service Inc.,3A Marine Service Inc. (Hingham),3amarineservice,,,,,7629B7C9-50EC-488A-8D78-DCE9BFE2D348,3amarine.com,781-749-3250,781-749-2054,1409,,1,1,1,1,1,2006-03-14 13:55:27.683,,US,0,,,3A Marine Service Inc.,316 Lincoln St.,,Hingham,02043,0,0,MA,US,1,3,
1913,1,Thunder Marine,Thunder Marine (St. Petersburg),thundermarine,"Thunder Marine is one of the largest independently owned powerboat dealers in America and has been building their boating family since 1984.  Thunder believes buying a boat is the start or continuation of a great lifestyle and that's why they provide numerous customer events throughout the year!  So whether you are looking for a wide selection of inventory, great pricing, competitive financing, a helpful staff, or full service department, Thunder Marine has everything to fit your boating needs.",,,,D7E13BC9-F651-44F0-BA60-B1345734A612,www.thundermarine.com,727-381-4444,727-345-6039,1410,,1,1,1,1,1,2006-03-14 13:55:36.230,,US,0,,,Thunder Marine,8701 Bay Pines Blvd N,,St. Petersburg,33709,27.8123236870695,-82.7591413804292,FL,US,0,3,
1913,1,Thunder Marine,Thunder Marine (St. Petersburg),thundermarine,"Thunder Marine is one of the largest independently owned powerboat dealers in America and has been building their boating family since 1984.  Thunder believes buying a boat is the start or continuation of a great lifestyle and that's why they provide numerous customer events throughout the year!  So whether you are looking for a wide selection of inventory, great pricing, competitive financing, a helpful staff, or full service department, Thunder Marine has everything to fit your boating needs.",,,,D7E13BC9-F651-44F0-BA60-B1345734A612,www.thundermarine.com,727-381-4444,727-345-6039,1410,,1,1,1,1,1,2006-03-14 13:55:36.230,,US,0,,,Thunder Marine,8701 Bay Pines Blvd N,,St. Petersburg,33709,27.8123236870695,-82.7591413804292,FL,US,0,3,
1913,1,Thunder Marine,Thunder Marine (St. Petersburg),thundermarine,"Thunder Marine is one of the largest independently owned powerboat dealers in America and has been building their boating family since 1984.  Thunder believes buying a boat is the start or continuation of a great lifestyle and that's why they provide numerous customer events throughout the year!  So whether you are looking for a wide selection of inventory, great pricing, competitive financing, a helpful staff, or full service department, Thunder Marine has everything to fit your boating needs.",,,,D7E13BC9-F651-44F0-BA60-B1345734A612,www.thundermarine.com,727-381-4444,727-345-6039,1410,,1,1,1,1,1,2006-03-14 13:55:36.230,,US,0,,,Thunder Marine,8701 Bay Pines Blvd N,,St. Petersburg,33709,27.8123236870695,-82.7591413804292,FL,US,0,3,
1914,1,Island Marine Center,Island Marine Center (Ocean View),islandmarinecenter,,,,,66499316-D272-4C51-8F7F-03E360602714,http://www.imboats.com,609-624-1117,609-624-0241,1411,,1,1,1,1,1,2006-03-14 14:00:52.090,,US,0,,,Island Marine Center,2602 Shore Road,,Ocean View,08230,0,0,NJ,US,1,3,
1915,1,St. Charles Boat & Motor,St. Charles Boat & Motor (Saint Charles ),stcharlesboatmotor,,,,,24E7396D-1769-408D-8E80-BAAEE0A51D72,www.stcharlesboat.com,636-947-0106,636-947-8223,1412,,1,1,1,1,1,2006-03-14 14:03:23.133,,US,0,,,St. Charles Boat & Motor,3070 North Hwy 94,,Saint Charles ,63301,38.8028408446923,-90.4753631801436,MO,US,0,3,
1916,1,Nisswa Marine Inc,Nisswa Marine Inc (Nisswa),nisswamarine,,,,,23B2C8F6-FA52-4895-B25B-C9E473FE01D1,http://nisswamarine.com,218-963-2292,218-963-4402,1414,,1,1,1,1,1,2006-03-14 15:10:27.560,,US,0,,,Nisswa Marine Inc,24238 Smiley Road,,Nisswa,56468,46.4933299067086,-94.2977009642228,MN,US,0,3,
1917,1,Woodard Marine Inc.,Woodard Marine Inc. (Hydeville),woodardmarine,,,,,67CAC012-E146-4312-8013-B3148613B3DD,woodardmarine.com,802-265-3690,802-265-8242,1415,,1,1,1,1,1,2006-03-14 15:15:07.230,,US,0,,,Woodard Marine Inc.,615 Creek Rd,PO Box 280,Hydeville,05750,43.6045799444271,-73.2327350355539,VT,US,0,3,
1918,1,"Warner's Dock, Inc","Warner's Dock, Inc (New Richmond)",warnersdock,,,,,DA02D2F2-5026-4111-8A52-30483D21F9C9,www.warnersdock.com,888/222-3625,715/246-6859,1416,,1,1,1,1,1,2006-03-14 15:21:11.887,,US,0,,,"Warner's Dock, Inc",1020 No Knowles Ave,,New Richmond,54017,45.1317351107611,-92.5363727621949,WI,US,0,3,
1919,1,Munson Ski & Marine,Munson Ski & Marine (Lakemoor),munsonskimarine,,,,,E5913BD7-2116-462B-BD0F-2147614C6EDB,www.munsonski.com,(815) 363-5400,(815) 363-5592,1417,,1,1,1,1,1,2006-03-14 15:33:35.973,,US,0,,,Munson Ski & Marine,31695 N. Route 12,,Lakemoor,60073,42.3246400600072,-88.1643618442806,IL,US,1,3,
1920,1,"ANNAPOLIS SAILYARD, INC.","ANNAPOLIS SAILYARD, INC. (ANNAPOLIS)",annapolissailyard,,,,,9DA64618-3A6E-406A-BD7C-F9EFFF56FC33,sailyard.com,410.268.41001,410.268.2974,1420,,1,1,1,1,1,2006-03-14 16:13:40.287,,US,0,,,"ANNAPOLIS SAILYARD, INC.","326  FIRST STREET, SUITE 18",,ANNAPOLIS,21403,38.9745791211831,-76.4799913820856,MD,US,0,3,
1923,1,Bethel Marine,Bethel Marine (East Bethel),bethelmarine,,,,,8BA1523E-9DF5-497E-AD04-0117E08E7772,www.bethelmarine.net,763-434-9655,763-434-0163,1423,,1,1,1,1,1,2006-03-14 17:08:42.610,,US,0,,,Bethel Marine,21155 Hwy  65  NE,,East Bethel,55011,45.3032377457256,-93.2340629255334,MN,US,0,3,
1924,1,"Highway Marine Service, Inc.","Highway Marine Service, Inc. (Quakertown)",highwaymarineservice,,,,,398C69F4-F731-4A4C-9AE5-33F20F1EFF94,www.highwaymarine.com,215 536 4721,215 536 0480,1427,,1,1,1,1,1,2006-03-14 21:56:21.443,,US,0,,,"Highway Marine Service, Inc.",875 N.W. End Blvd.,,Quakertown,18951,40.4613063978198,-75.3282780540489,PA,US,0,3,
1925,1,"Massey Enterprises, Inc.",Massey Yacht Sales & Service (Palmetto),masseyenterprises,"Massey has been in business since 1977 and dominates pre-owned sail and power yacht brokerage sales on the west coast of Florida. We are also the exclusive Catalina, Hunter, and Morgan dealer for new sailing yacht from 31 to 51 feet and True North, Albin and Nordic Tug power yachts, both new and pre-owned. ",,,,7573EF56-C593-458E-B483-C37015EB75E7,http://www.masseyyacht.com,941-723-1610,941-757-1016,1428,,1,1,1,1,1,2006-03-15 06:04:23.860,,US,0,,,"Massey Enterprises, Inc. dba Massey Yacht Sales & ",1015 Riverside Drive,,Palmetto,34221,27.512272,-82.575836,FL,US,0,3,
1925,1,"Massey Enterprises, Inc.",Massey Yacht Sales & Service (Palmetto),masseyenterprises,"Massey has been in business since 1977 and dominates pre-owned sail and power yacht brokerage sales on the west coast of Florida. We are also the exclusive Catalina, Hunter, and Morgan dealer for new sailing yacht from 31 to 51 feet and True North, Albin and Nordic Tug power yachts, both new and pre-owned. ",,,,7573EF56-C593-458E-B483-C37015EB75E7,http://www.masseyyacht.com,941-723-1610,941-757-1016,1428,,1,1,1,1,1,2006-03-15 06:04:23.860,,US,0,,,"Massey Enterprises, Inc. dba Massey Yacht Sales & ",1015 Riverside Drive,,Palmetto,34221,27.512272,-82.575836,FL,US,0,3,
1925,1,"Massey Enterprises, Inc.",Massey Yacht Sales & Service (Palmetto),masseyenterprises,"Massey has been in business since 1977 and dominates pre-owned sail and power yacht brokerage sales on the west coast of Florida. We are also the exclusive Catalina, Hunter, and Morgan dealer for new sailing yacht from 31 to 51 feet and True North, Albin and Nordic Tug power yachts, both new and pre-owned. ",,,,7573EF56-C593-458E-B483-C37015EB75E7,http://www.masseyyacht.com,941-723-1610,941-757-1016,1428,,1,1,1,1,1,2006-03-15 06:04:23.860,,US,0,,,"Massey Enterprises, Inc. dba Massey Yacht Sales & ",1015 Riverside Drive,,Palmetto,34221,27.512272,-82.575836,FL,US,0,3,
1926,1,Moriches Boat & Motor,Moriches Boat & Motor (East Moriches),morichesboatmotor,,,,,2C29F88C-6A2F-47DD-AA7D-D634C2D7D40B,morichesboatandmotor.com,(631) 878-0023,(631) 878-0782,1431,,1,1,1,1,1,2006-03-15 07:09:01.020,,US,0,,,Moriches Boat & Motor,200 Atlantic Avenue,P.O. Box 658,East Moriches,11940,40.792335,-72.754245,NY,US,0,3,
1927,1,HarbourView Yacht Sales,HarbourView Yacht Sales (Wilmington),harbourviewyachtsales,,,,,CFEAC731-7D41-4D17-8F16-589C94713E0B,www.harbourview.net,910/791-7757,910/795-4622,1432,,1,1,1,1,1,2006-03-15 07:50:31.317,,US,0,,,HarbourView Yacht Sales,3410 River Rd,,Wilmington,28412,34.1750598329285,-77.9484069215575,NC,US,0,3,
1927,1,HarbourView Yacht Sales,HarbourView Yacht Sales (Wilmington),harbourviewyachtsales,,,,,CFEAC731-7D41-4D17-8F16-589C94713E0B,www.harbourview.net,910/791-7757,910/795-4622,1432,,1,1,1,1,1,2006-03-15 07:50:31.317,,US,0,,,HarbourView Yacht Sales,3410 River Rd,,Wilmington,28412,34.1750598329285,-77.9484069215575,NC,US,0,3,
1928,1,"Carlisle's Marine, Inc.","Carlisle's Marine, Inc. (Newark)",carlislesmarine,,,,,7BC7698B-B24F-45EE-8185-684B057B9D3B,www.carlislesmarine.com,302-737-0100,302-737-6229,1434,,1,1,1,1,1,2006-03-15 08:51:30.933,,US,0,,,"Carlisle's Marine, Inc.",1006 Old Churchman's Road,,Newark,19713,39.6896862669051,-75.6574385305301,DE,US,0,3,
1929,1,Kydds Marine Center,Kydds Marine Center (Massapequa),kyddsmarinecenter,,,,,175C0DFE-BA6D-4283-B014-12413B482887,www.kyddsmarine.com,516 541 7747,516 541 7841,1435,,1,1,1,1,1,2006-03-15 08:59:14.557,,US,0,,,Kydds Marine Center,25 Alhambra road,,Massapequa,11758,40.6582617327262,-73.4711905998574,NY,US,0,3,
1929,1,Kydds Marine Center,Kydds Marine Center (Massapequa),kyddsmarinecenter,,,,,175C0DFE-BA6D-4283-B014-12413B482887,www.kyddsmarine.com,516 541 7747,516 541 7841,1435,,1,1,1,1,1,2006-03-15 08:59:14.557,,US,0,,,Kydds Marine Center,25 Alhambra road,,Massapequa,11758,40.6582617327262,-73.4711905998574,NY,US,0,3,
1929,1,Kydds Marine Center,Kydds Marine Center (Massapequa),kyddsmarinecenter,,,,,175C0DFE-BA6D-4283-B014-12413B482887,www.kyddsmarine.com,516 541 7747,516 541 7841,1435,,1,1,1,1,1,2006-03-15 08:59:14.557,,US,0,,,Kydds Marine Center,25 Alhambra road,,Massapequa,11758,40.6582617327262,-73.4711905998574,NY,US,0,3,
1930,1,Yacht Registry,Yacht Registry (Dunedin),yachtregistry,"Dealers for Sabre Yachts, Back Cove Yachts and Heritage East Trawler on Florida's West coast with offices in Dunedin and Naples. In business for 19 years under the same ownership, Yacht Registry handles all the details, from inital ordering, commissioning, custom options, full electronics packages anf final delivery.",,,,B815876D-1463-446B-A009-9E25DF317613,yachtregistry.net,727/733-0334,727/733-6754,1436,,1,1,1,1,1,2006-03-15 09:09:24.787,,US,0,,,Yacht Registry,343 Causeway Blvd,,Dunedin,34698,28.0510046476156,-82.7867285144869,FL,US,0,3,
1930,1,Yacht Registry,Yacht Registry (Dunedin),yachtregistry,"Dealers for Sabre Yachts, Back Cove Yachts and Heritage East Trawler on Florida's West coast with offices in Dunedin and Naples. In business for 19 years under the same ownership, Yacht Registry handles all the details, from inital ordering, commissioning, custom options, full electronics packages anf final delivery.",,,,B815876D-1463-446B-A009-9E25DF317613,yachtregistry.net,727/733-0334,727/733-6754,1436,,1,1,1,1,1,2006-03-15 09:09:24.787,,US,0,,,Yacht Registry,343 Causeway Blvd,,Dunedin,34698,28.0510046476156,-82.7867285144869,FL,US,0,3,
1931,1,"Traverse Bay Marine, Inc.","Traverse Bay Marine, Inc. (Traverse City )",traversebaymarine,"Northern Michigan's Boating Superstore! Super selection with 18 Product lines to choose from! Complete service department, including storage, haul out and launch. Huge parts, accessories and clothing departments.",,,,0FF65533-588F-4A9C-9A2B-1F1FC337D659,www.traversebaymarine.com,231-943-4400,231-943-4404,1437,,1,1,1,1,1,2006-03-15 09:10:54.490,,US,0,,,"Traverse Bay Marine, Inc.",228 U S 31 South,,Traverse City ,49684,44.690095,-85.65621,MI,US,0,3,
1931,1,"Traverse Bay Marine, Inc.","Traverse Bay Marine, Inc. (Traverse City )",traversebaymarine,"Northern Michigan's Boating Superstore! Super selection with 18 Product lines to choose from! Complete service department, including storage, haul out and launch. Huge parts, accessories and clothing departments.",,,,0FF65533-588F-4A9C-9A2B-1F1FC337D659,www.traversebaymarine.com,231-943-4400,231-943-4404,1437,,1,1,1,1,1,2006-03-15 09:10:54.490,,US,0,,,"Traverse Bay Marine, Inc.",228 U S 31 South,,Traverse City ,49684,44.690095,-85.65621,MI,US,0,3,
1932,1,"Oselka's Snug Harbor Marina, Inc.","Oselka's Snug Harbor Marina, Inc. (New Buffalo)",oselkassnugharbormarina,,,,,59EF029D-2FBC-4705-9EF9-30B1E0DEA307,www.oselkamarina.com,269-469-2600,269-469-0988,1439,,1,1,1,1,1,2006-03-15 09:24:15.623,,US,0,,,"Oselka's Snug Harbor Marina, Inc.",514 Oselka Drive,,New Buffalo,49117,41.7944841917254,-86.7511478936807,MI,US,0,3,
1934,1,"East Side Marine, Inc.","East Side Marine, Inc. (Evansville)",eastsidemarine,"SELLING SEA RAY SINCE 1960, SEA RAY'S OLDEST DEALER.  ALSO SELL RINKER AND MERCRUISER, MERCURY AND YAMAHA.  SERVICE MOST MAJOR BRANDS, CERTIFIED MECHANICS FACTORY TRAINED.",,,,445BD860-CAE1-42F2-A0F3-B52E047F65C3,www.esmarine.com,812-477-6177,812-474-0962,1443,,1,1,1,1,1,2006-03-15 10:14:12.323,,US,0,,,"East Side Marine, Inc.",2305 S. Weinbach Ave.,,Evansville,47714,37.9471923115135,-87.529782628873,IN,US,0,3,
1935,1,tall timbers marina corp,tall timbers marina corp (monticello),talltimbersmarinacorp,,,,,C503F235-21A2-4D0A-AB13-928F869752B1,,5745839628,5745838213,1444,,1,1,1,1,1,2006-03-15 10:36:47.317,,US,0,,,tall timbers marina corp,5769 e hwy 24,po box 385,monticello,47960,40.7468390409776,-86.7559631770456,IN,US,0,3,
1936,1,Surfside 3 Marina,Surfside 3 Marina (Lindenhurst),surfside3marina,"Since 1968, SURFSIDE 3 MARINA, has been dedicated to assisting families enjoy the water, the beach, and faraway destinations with the use of a boat.  Our commitment to our customers through our fourteen locations serving New York, Connecticut, Northern New Jersey, and New England and our array of customer educational seminars and fun events continues to build long-lasting relationships.  See for yourself by stopping into one of our dealerships today.",,,,,www.surfside3.com,631-226-0000,,1445,,1,1,1,1,1,2006-03-15 10:40:49.783,,US,0,,,Delivery Center,692 S. Wellwood Avenue,,Lindenhurst,11757,40.6749922810982,-73.3618324410564,NY,US,0,3,
